22,Servify,313775,6666998,0,1,-49.495744,130.007222,329617,Service initiated,2018-05-26 19:11:52,2018-05-25 14:49:12
32,10.or,157221,6919573,0,1,-41.397481,101.142986,203143,Pickup request accepted,2018-05-27 14:19:40,2018-05-27 04:20:11
47,Servify-ios,339546,1295984,0,2,-70.913083,-83.731163,793981,Service completed,2018-05-28 06:32:40,2018-05-27 01:49:39
60,Servify,152447,13365067,512226,12,-64.038556,17.796565,244870,Claim withdrawn,2018-05-25 19:27:02,2018-05-24 21:44:20
78,10.or,996796,4959328,0,1,-87.428762,153.381855,906838,Service initiated,2018-05-25 15:58:56,2018-05-24 04:45:23
87,10.or,804876,7534576,0,2,63.327328,-13.049242,596254,Device received,2018-05-26 03:49:07,2018-05-25 12:41:36
105,Servify-ios,292202,9071089,0,2,66.602362,103.453153,896719,Repair completed,2018-05-28 07:06:17,2018-05-25 16:37:10
108,OnePlus,21540,8008853,0,1,-35.420417,-129.990803,978964,Service cancel,2018-05-28 07:43:07,2018-05-27 20:27:31
110,10.or,908855,8476371,132700,11,8.961402,143.947810,332380,Claim withdrawn,2018-05-26 12:53:01,2018-05-26 07:18:44
115,Servify,934801,1770321,0,2,50.320896,156.443025,58675,Service initiated,2018-05-25 22:18:51,2018-05-23 06:41:25
117,Servify-ios,818629,6851864,0,1,7.871084,-114.592654,370074,Service initiated,2018-05-28 01:11:29,2018-05-26 15:38:04
138,10.or,934979,5850874,1807954,10,75.592524,-93.087179,931004,Claim withdrawn,2018-05-26 15:59:41,2018-05-26 01:35:24
164,10.or,634856,19045896,613682,11,-44.790601,90.703533,365059,Pickup request accepted,2018-05-25 12:56:22,2018-05-24 12:47:35
185,10.or,621496,18342153,1276491,11,60.312568,-17.659647,207167,Pickup request accepted,2018-05-28 09:30:16,2018-05-26 03:01:20
195,Servify-ios,325820,4174516,0,2,85.154236,-42.943535,134891,Service accepted,2018-05-25 22:04:19,2018-05-23 15:45:45
196,OnePlus,360950,10847217,414604,11,85.771904,38.632338,951694,Device received,2018-05-27 14:39:48,2018-05-26 10:04:37
210,10.or,776044,9023819,0,1,80.743597,-93.460384,425237,Service completed,2018-05-26 15:05:10,2018-05-25 03:34:52
214,10.or,926872,3900813,0,2,-79.560097,-35.711699,554844,Service initiated,2018-05-26 20:31:29,2018-05-26 04:18:39
243,10.or,226271,4392822,1876814,10,84.016978,108.481075,128050,In-principal approved,2018-05-27 13:59:23,2018-05-25 22:42:06
248,10.or,73972,417062,0,1,16.511704,125.957232,59975,Pickup request accepted,2018-05-27 15:22:58,2018-05-25 08:08:52
251,10.or,526162,8586513,0,1,-6.572442,153.565179,500068,Pickup request accepted,2018-05-27 13:18:06,2018-05-26 20:47:37
253,10.or,68247,2731976,0,1,-57.360640,-144.575859,576790,Pickup request accepted,2018-05-25 14:59:51,2018-05-23 12:53:20
259,Servify,527637,13130567,469055,11,-60.660038,147.587938,141452,Service initiated,2018-05-28 04:47:55,2018-05-25 11:10:28
281,OnePlus,158228,9564257,997363,10,-9.636966,-64.970456,418456,Service cancel,2018-05-28 11:03:54,2018-05-28 06:34:14
288,Servify-ios,793696,2434203,0,2,81.866618,6.108431,171192,Repair completed,2018-05-28 10:18:59,2018-05-27 04:24:48
296,Servify,771667,19000444,0,2,5.912087,121.927505,563963,Repair completed,2018-05-25 11:33:36,2018-05-23 09:56:16
300,Servify-ios,994606,9114257,1784801,12,20.782009,93.239006,178962,Device received,2018-05-26 22:33:20,2018-05-24 12:45:11
306,OnePlus,913347,19255528,1667460,12,-50.328594,-163.581387,176744,Service accepted,2018-05-26 23:09:39,2018-05-26 04:10:24
311,10.or,584706,13932251,0,2,-50.551123,-17.160313,789328,Device received,2018-05-27 15:49:11,2018-05-25 05:17:09
316,10.or,282321,19319611,0,1,46.107188,107.199780,33483,Pickup request accepted,2018-05-27 17:08:22,2018-05-27 14:46:08
321,Servify-ios,119354,3507416,0,2,58.260458,-138.729771,98892,Device received,2018-05-25 17:41:13,2018-05-24 09:51:37
376,Servify-ios,653608,19692223,0,1,13.500551,-80.389047,223599,Service initiated,2018-05-27 19:51:47,2018-05-26 19:21:33
377,10.or,168416,8999578,1563042,11,-19.351721,-155.218371,73869,Claim withdrawn,2018-05-28 04:26:06,2018-05-25 08:13:16
379,Servify,784668,15825953,0,1,-64.712185,47.417452,777890,Pickup request accepted,2018-05-25 12:57:38,2018-05-22 19:07:24
421,Servify-ios,149718,9034628,0,2,-40.112136,-52.201185,596932,Service initiated,2018-05-27 00:17:16,2018-05-25 15:12:44
444,Servify,640464,8491640,1560079,12,64.224540,63.421253,236871,Service initiated,2018-05-27 01:53:02,2018-05-24 22:04:12
445,Servify-ios,900685,14605207,304850,12,-38.962467,39.329052,537831,Service accepted,2018-05-28 01:30:39,2018-05-26 10:23:26
446,10.or,855965,14571215,0,2,-25.105025,-128.099157,67598,Repair completed,2018-05-26 06:04:37,2018-05-24 03:03:39
449,10.or,614941,2539438,430599,11,47.968372,132.212808,107356,Service initiated,2018-05-27 03:44:42,2018-05-27 02:26:29
455,Servify-ios,283912,12013452,1797508,12,60.252941,-106.349227,855559,Service initiated,2018-05-28 02:18:58,2018-05-27 07:14:38
480,Servify,910609,3173099,0,2,-74.457122,51.223672,625697,Service initiated,2018-05-27 00:33:12,2018-05-25 01:59:31
482,Servify,500946,3674268,944570,11,-47.314004,4.886323,495572,Service completed,2018-05-27 20:48:53,2018-05-27 10:20:13
498,10.or,337754,1275247,1646582,11,-16.728587,-145.279949,771038,Device received,2018-05-27 19:31:28,2018-05-26 12:19:47
504,Servify-ios,637024,4126985,1145974,10,-85.437020,-131.297401,94063,In-principal approved,2018-05-26 22:20:21,2018-05-26 04:15:22
518,Servify,113932,4515533,0,2,53.488285,71.329677,254066,Service cancel,2018-05-25 21:04:00,2018-05-25 06:56:32
532,Servify,385069,12542231,0,1,-23.318368,-83.611241,447244,Pickup request accepted,2018-05-26 03:57:37,2018-05-24 06:34:13
543,OnePlus,54210,11313319,0,2,60.540516,-175.326226,409602,Service accepted,2018-05-25 18:21:08,2018-05-24 10:19:46
546,OnePlus,319232,3480801,72879,11,-38.863924,87.062525,323364,Device received,2018-05-26 17:02:46,2018-05-25 11:16:37
564,OnePlus,887527,14787956,0,1,39.361211,71.405604,54830,Device received,2018-05-28 03:05:57,2018-05-27 12:22:58
573,Servify-ios,682814,10221184,0,1,-23.668429,34.649474,100674,Service completed,2018-05-28 01:08:55,2018-05-28 00:24:43
593,Servify-ios,418407,1434097,0,2,85.286070,-35.084927,771580,Service accepted,2018-05-25 13:49:57,2018-05-22 23:52:22
598,Servify-ios,341847,10878996,1423948,10,28.088026,-90.797976,936608,In-principal approved,2018-05-25 20:05:24,2018-05-24 21:47:28
610,Servify-ios,435976,11527130,0,1,-67.284343,-151.075720,431374,Service cancel,2018-05-26 13:12:20,2018-05-24 12:21:54
642,Servify,891665,3438764,0,1,-38.459407,-19.499352,851355,Pickup request accepted,2018-05-27 05:51:46,2018-05-25 16:11:53
677,OnePlus,532488,13910852,0,1,60.944870,-96.880884,82012,Pickup request accepted,2018-05-28 05:17:45,2018-05-27 06:20:46
678,Servify,677572,12231091,1859733,12,80.729768,-84.162363,314514,Service accepted,2018-05-25 21:19:25,2018-05-25 14:55:48
715,Servify,868982,6998855,1893882,12,-2.421815,171.364151,885894,Repair completed,2018-05-26 00:37:12,2018-05-25 17:44:19
721,OnePlus,242474,10751853,1791978,11,-81.949777,-43.237887,428478,Claim withdrawn,2018-05-27 16:51:43,2018-05-25 07:38:23
746,OnePlus,915557,16294176,0,1,-19.518254,104.687232,618231,Service initiated,2018-05-27 05:43:22,2018-05-24 16:56:10
829,Servify,286290,18980664,0,2,-83.344719,1.588415,393331,Service cancel,2018-05-27 00:55:17,2018-05-26 10:53:49
875,Servify-ios,200689,11259401,931272,11,21.084824,-58.098236,359730,Pickup request accepted,2018-05-26 19:42:18,2018-05-25 05:33:06
889,Servify,26353,178268,1210889,12,-75.999230,-4.821307,938296,Service initiated,2018-05-26 01:07:58,2018-05-25 14:31:00
907,OnePlus,113152,17275706,0,2,-85.906799,-75.199222,646371,Service initiated,2018-05-26 02:12:02,2018-05-23 23:32:17
909,Servify,555708,14680923,0,1,34.193294,20.342016,262848,Pickup request accepted,2018-05-27 05:47:46,2018-05-26 21:01:57
916,Servify,161106,5547500,0,1,-36.098006,73.421264,698785,Pickup request accepted,2018-05-28 01:49:46,2018-05-26 00:32:48
950,10.or,133461,14914059,1054540,10,-74.483885,47.242194,26041,In-principal approved,2018-05-26 14:46:27,2018-05-25 00:45:23
978,Servify,176135,6547469,0,1,-31.603032,79.604960,367909,Repair completed,2018-05-28 07:40:27,2018-05-28 00:52:14
984,Servify-ios,688,8414628,0,2,29.727645,-155.926050,193264,Service cancel,2018-05-25 14:02:55,2018-05-22 20:40:05
1031,10.or,981845,3032617,0,1,-37.320514,53.022862,524936,Pickup request accepted,2018-05-25 11:44:41,2018-05-23 07:08:06
1042,Servify,425527,11407907,0,2,10.649256,-139.206129,70722,Service accepted,2018-05-28 06:55:08,2018-05-25 18:23:22
1046,Servify,681382,4448953,0,2,-29.165479,-139.307805,668972,Service initiated,2018-05-27 05:58:49,2018-05-25 15:15:13
1057,Servify-ios,832490,6190149,299790,11,-13.664046,-37.435656,136464,Pickup request accepted,2018-05-28 07:14:35,2018-05-26 16:06:35
1069,10.or,749116,14087106,16917,12,-74.510308,-115.021647,480022,Service cancel,2018-05-26 07:44:58,2018-05-24 01:09:44
1089,10.or,661368,13007921,702519,10,66.928276,-114.705403,131247,Document pending,2018-05-25 13:21:57,2018-05-25 10:13:56
1109,Servify-ios,504249,9937637,0,2,32.021529,30.592415,605260,Repair completed,2018-05-26 22:59:29,2018-05-26 14:09:47
1120,OnePlus,941268,11964789,1227046,12,9.878238,37.890374,24616,Claim withdrawn,2018-05-25 19:44:29,2018-05-24 00:25:16
1130,Servify-ios,715784,4008370,0,1,-53.650009,-151.818537,663215,Repair completed,2018-05-26 17:14:46,2018-05-24 13:27:08
1155,Servify,707712,2937502,1051425,11,-32.498211,63.807532,286024,Pickup request accepted,2018-05-25 20:25:44,2018-05-25 20:14:05
1178,10.or,182155,9887767,0,2,5.399057,160.835341,428671,Service accepted,2018-05-25 12:03:32,2018-05-22 23:00:11
1202,OnePlus,138120,5796514,790851,11,77.449623,134.117887,24566,Repair completed,2018-05-25 22:31:46,2018-05-24 22:49:38
1222,Servify-ios,736922,12179499,0,1,84.146572,-87.430410,784524,Service completed,2018-05-27 14:45:41,2018-05-26 22:35:56
1230,Servify-ios,64565,11892027,1625144,11,52.492738,-57.483102,974322,Service completed,2018-05-26 16:17:00,2018-05-26 12:20:28
1238,10.or,484277,1783182,368733,12,76.958115,-25.780286,765612,Service cancel,2018-05-27 04:16:24,2018-05-26 13:16:15
1272,OnePlus,630655,3228585,1029740,10,-29.597971,-137.140871,915221,In-principal approved,2018-05-27 20:43:38,2018-05-26 23:24:36
1340,Servify-ios,206098,528837,1788604,11,44.165068,-165.189984,749081,Device received,2018-05-28 08:53:06,2018-05-26 09:01:10
1377,Servify-ios,73631,12223364,58516,10,-10.993283,174.262071,669124,In-principal approved,2018-05-26 15:19:29,2018-05-25 11:59:28
1515,OnePlus,552869,18703066,0,1,40.771030,69.285933,619001,Repair completed,2018-05-25 19:12:55,2018-05-25 07:56:30
1517,OnePlus,688409,13150986,0,2,46.697850,-28.474859,69496,Repair completed,2018-05-26 02:02:59,2018-05-24 03:57:39
1518,10.or,369349,8668525,0,1,-56.807378,5.412057,550160,Service cancel,2018-05-27 22:09:01,2018-05-27 16:54:01
1533,10.or,489876,6230406,0,2,78.090301,-99.450056,650242,Device received,2018-05-27 21:13:49,2018-05-25 22:22:53
1581,Servify,558179,8044942,959678,12,-7.720817,-93.688821,518393,Service accepted,2018-05-25 11:38:53,2018-05-22 15:18:38
1612,10.or,52497,5138216,0,1,37.314081,24.105560,951067,Pickup request accepted,2018-05-28 11:07:27,2018-05-27 06:31:03
1647,Servify,109532,16619348,0,1,-54.275536,-87.654932,597071,Device received,2018-05-26 21:24:18,2018-05-26 04:08:00
1674,OnePlus,540169,4008482,0,1,8.324401,134.598438,947677,Service initiated,2018-05-25 17:53:28,2018-05-25 15:17:14
1681,OnePlus,438008,16547770,0,1,56.438404,9.106469,497036,Pickup request accepted,2018-05-28 09:52:16,2018-05-26 18:54:17
1698,Servify-ios,31219,4776913,0,1,72.236718,-82.385576,546745,Repair completed,2018-05-26 10:32:23,2018-05-26 01:15:33
1702,OnePlus,813181,17668796,0,1,12.539770,158.387021,976659,Pickup request accepted,2018-05-27 11:42:57,2018-05-26 01:17:12
1711,Servify,440002,17900874,0,1,75.506082,-75.783611,466003,Service cancel,2018-05-26 18:17:58,2018-05-26 06:12:46
1715,OnePlus,954276,2721612,0,1,47.303743,-32.010083,535905,Device received,2018-05-28 05:10:49,2018-05-28 02:19:39
1753,Servify,188277,6165304,0,1,-24.235019,3.810576,102814,Service completed,2018-05-28 07:58:50,2018-05-27 19:08:39
1766,OnePlus,972494,196445,0,2,-17.306962,71.154505,550440,Service accepted,2018-05-28 10:55:19,2018-05-28 10:06:25
1830,Servify-ios,86139,16150558,1321286,12,13.911332,129.803608,184174,Service cancel,2018-05-27 00:52:48,2018-05-26 13:37:44
1837,Servify,824342,11270558,0,2,41.162984,-114.952951,998335,Repair completed,2018-05-27 01:48:12,2018-05-26 14:01:01
1848,10.or,798945,14295956,1672424,11,12.815030,-115.481058,491411,Service completed,2018-05-27 01:57:26,2018-05-26 11:10:45
1850,10.or,969218,14952721,0,2,13.953924,31.008864,863101,Service accepted,2018-05-26 00:49:08,2018-05-24 21:09:28
1857,OnePlus,575555,3380037,0,2,-9.414765,-176.814021,81086,Service initiated,2018-05-26 14:05:10,2018-05-26 01:05:34
1865,Servify-ios,293176,10797615,0,2,-27.227624,37.317329,389769,Service accepted,2018-05-27 16:02:21,2018-05-24 21:40:09
1906,OnePlus,353905,8982292,1505240,11,-43.762923,-1.244828,886626,Device received,2018-05-27 04:31:00,2018-05-24 10:22:43
1938,10.or,404421,9300260,613655,10,58.868241,138.274325,957334,Service cancel,2018-05-25 16:08:06,2018-05-24 01:02:44
1971,OnePlus,982316,16970378,1045566,12,67.028326,20.841823,584113,Device received,2018-05-27 01:50:48,2018-05-26 22:36:48
